number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary,total_scaled,type1_encoded
167,Spinarak,Bug,Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0,2,False,-1.5733712947368066,1.0
168,Ariados,Bug,Poison,390.0,70.0,90.0,70.0,60.0,60.0,40.0,2,False,-0.4194216399268826,1.0
169,Crobat,Poison,Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0,2,False,0.7757405025548243,15.0
170,Chinchou,Water,Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0,2,False,-0.9139714919882785,19.0
171,Lanturn,Water,Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0,2,False,0.15755318747807937,19.0
172,Pichu,Electric,Flying,205.0,20.0,40.0,15.0,35.0,35.0,60.0,2,False,-1.9442836837828534,4.0
173,Cleffa,Fairy,Flying,218.0,50.0,25.0,28.0,45.0,55.0,15.0,2,False,-1.8371312158362176,5.0
174,Igglybuff,Normal,Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0,2,False,-1.9030711961110705,14.0
175,Togepi,Fairy,Flying,245.0,35.0,20.0,65.0,40.0,65.0,20.0,2,False,-1.6145837824085896,5.0
176,Togetic,Fairy,Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0,2,False,-0.29578417691153364,5.0
177,Natu,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0,2,False,-0.9963964673318446,16.0
178,Xatu,Psychic,Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0,2,False,0.23997816282164536,16.0
179,Mareep,Electric,Flying,280.0,55.0,40.0,40.0,65.0,45.0,35.0,2,False,-1.3260963687061085,4.0
180,Flaaffy,Electric,Flying,365.0,70.0,55.0,55.0,80.0,60.0,45.0,2,False,-0.6254840782857976,4.0
181,Ampharos,Electric,Flying,510.0,90.0,75.0,85.0,115.0,90.0,55.0,2,False,0.5696780641959093,4.0
181,Mega Ampharos,Electric,Dragon,610.0,90.0,95.0,105.0,165.0,110.0,45.0,2,False,1.3939278176315693,4.0
182,Bellossom,Grass,Flying,490.0,75.0,80.0,95.0,90.0,100.0,50.0,2,False,0.40482811350877734,11.0
183,Marill,Water,Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0,2,False,-1.5733712947368066,19.0
184,Azumarill,Water,Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0,2,False,-0.1721467138961846,19.0
185,Sudowoodo,Rock,Flying,410.0,70.0,100.0,115.0,30.0,65.0,30.0,2,False,-0.2545716892397506,17.0
186,Politoed,Water,Flying,500.0,90.0,75.0,75.0,90.0,100.0,70.0,2,False,0.4872530888523433,19.0
187,Hoppip,Grass,Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0,2,False,-1.5733712947368066,11.0
188,Skiploom,Grass,Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0,2,False,-0.8315465166447126,11.0
189,Jumpluff,Grass,Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0,2,False,0.15755318747807937,11.0
190,Aipom,Normal,Flying,360.0,55.0,70.0,55.0,40.0,55.0,85.0,2,False,-0.6666965659575805,14.0
191,Sunkern,Grass,Flying,180.0,30.0,30.0,30.0,30.0,30.0,30.0,2,False,-2.1503461221417686,11.0
192,Sunflora,Grass,Flying,425.0,75.0,75.0,55.0,105.0,85.0,30.0,2,False,-0.13093422622440162,11.0
193,Yanma,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,2,False,-0.4194216399268826,1.0
194,Wooper,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,2,False,-1.9030711961110705,19.0
195,Quagsire,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,2,False,-0.08972173855261863,19.0
196,Espeon,Psychic,Flying,525.0,65.0,65.0,60.0,130.0,95.0,110.0,2,False,0.6933155272112583,16.0
197,Umbreon,Dark,Flying,525.0,95.0,65.0,110.0,60.0,130.0,65.0,2,False,0.6933155272112583,2.0
198,Murkrow,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,2,False,-0.29578417691153364,2.0
199,Slowking,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,2,False,0.40482811350877734,19.0
199,Galarian Slowking,Poison,Psychic,490.0,95.0,65.0,80.0,110.0,110.0,30.0,8,False,0.40482811350877734,15.0
200,Misdreavus,Ghost,Flying,435.0,60.0,60.0,60.0,85.0,85.0,85.0,2,False,-0.04850925088083563,9.0
201,Unown,Psychic,Flying,336.0,48.0,72.0,48.0,72.0,48.0,48.0,2,False,-0.864516506782139,16.0
202,Wobbuffet,Psychic,Flying,405.0,190.0,33.0,58.0,33.0,58.0,33.0,2,False,-0.29578417691153364,16.0
203,Girafarig,Normal,Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0,2,False,0.11634069980629635,14.0
204,Pineco,Bug,Flying,290.0,50.0,65.0,90.0,35.0,35.0,15.0,2,False,-1.2436713933625425,1.0
205,Forretress,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0,2,False,0.19876567514986235,1.0
206,Dunsparce,Normal,Flying,415.0,100.0,70.0,70.0,65.0,65.0,45.0,2,False,-0.21335920156796762,14.0
207,Gligar,Ground,Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0,2,False,-0.08972173855261863,12.0
208,Steelix,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,2,False,0.5696780641959093,18.0
208,Mega Steelix,Steel,Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0,2,False,1.3939278176315693,18.0
209,Snubbull,Fairy,Flying,300.0,60.0,80.0,50.0,40.0,40.0,30.0,2,False,-1.1612464180189765,5.0
210,Granbull,Fairy,Flying,450.0,90.0,120.0,75.0,60.0,60.0,45.0,2,False,0.07512821213451336,5.0
211,Qwilfish,Water,Poison,430.0,65.0,95.0,75.0,55.0,55.0,85.0,2,False,-0.08972173855261863,19.0
212,Scizor,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,2,False,0.4872530888523433,1.0
212,Mega Scizor,Bug,Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0,2,False,1.3115028422880033,1.0
213,Shuckle,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,2,False,0.5284655765241263,1.0
214,Heracross,Bug,Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0,2,False,0.4872530888523433,1.0
214,Mega Heracross,Bug,Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0,2,False,1.3115028422880033,1.0
215,Sneasel,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,2,False,-0.08972173855261863,2.0
216,Teddiursa,Normal,Flying,330.0,60.0,80.0,50.0,50.0,50.0,40.0,2,False,-0.9139714919882785,14.0
217,Ursaring,Normal,Flying,500.0,90.0,130.0,75.0,75.0,75.0,55.0,2,False,0.4872530888523433,14.0
218,Slugma,Fire,Flying,250.0,40.0,40.0,40.0,70.0,40.0,20.0,2,False,-1.5733712947368066,7.0
219,Magcargo,Fire,Rock,410.0,50.0,50.0,120.0,80.0,80.0,30.0,2,False,-0.2545716892397506,7.0
220,Swinub,Ice,Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0,2,False,-1.5733712947368066,13.0
221,Piloswine,Ice,Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0,2,False,0.07512821213451336,13.0
222,Corsola,Water,Rock,380.0,55.0,55.0,85.0,65.0,85.0,35.0,2,False,-0.5018466152704486,19.0
222,Galarian Corsola,Ghost,Flying,380.0,60.0,55.0,100.0,65.0,100.0,30.0,8,False,-0.5018466152704486,9.0
223,Remoraid,Water,Flying,300.0,35.0,65.0,35.0,65.0,35.0,65.0,2,False,-1.1612464180189765,19.0
224,Octillery,Water,Flying,480.0,75.0,105.0,75.0,105.0,75.0,45.0,2,False,0.3224031381652113,19.0
225,Delibird,Ice,Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0,2,False,-0.9139714919882785,13.0
226,Mantine,Water,Flying,465.0,65.0,40.0,70.0,80.0,140.0,70.0,2,False,0.19876567514986235,19.0
227,Skarmory,Steel,Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0,2,False,0.19876567514986235,18.0
228,Houndour,Dark,Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0,2,False,-0.9139714919882785,2.0
229,Houndoom,Dark,Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0,2,False,0.4872530888523433,2.0
229,Mega Houndoom,Dark,Fire,600.0,75.0,90.0,90.0,140.0,90.0,115.0,2,False,1.3115028422880033,2.0
230,Kingdra,Water,Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0,2,False,0.8169529902266073,19.0
231,Phanpy,Ground,Flying,330.0,90.0,60.0,60.0,40.0,40.0,40.0,2,False,-0.9139714919882785,12.0
232,Donphan,Ground,Flying,500.0,90.0,120.0,120.0,60.0,60.0,50.0,2,False,0.4872530888523433,12.0
233,Porygon2,Normal,Flying,515.0,85.0,80.0,90.0,105.0,95.0,60.0,2,False,0.6108905518676924,14.0
234,Stantler,Normal,Flying,465.0,73.0,95.0,62.0,85.0,65.0,85.0,2,False,0.19876567514986235,14.0
235,Smeargle,Normal,Flying,250.0,55.0,20.0,35.0,20.0,45.0,75.0,2,False,-1.5733712947368066,14.0
236,Tyrogue,Fighting,Flying,210.0,35.0,35.0,35.0,35.0,35.0,35.0,2,False,-1.9030711961110705,6.0
237,Hitmontop,Fighting,Flying,455.0,50.0,95.0,95.0,35.0,110.0,70.0,2,False,0.11634069980629635,6.0
238,Smoochum,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,2,False,-1.1200339303471936,13.0
239,Elekid,Electric,Flying,360.0,45.0,63.0,37.0,65.0,55.0,95.0,2,False,-0.6666965659575805,4.0
240,Magby,Fire,Flying,365.0,45.0,75.0,37.0,70.0,55.0,83.0,2,False,-0.6254840782857976,7.0
241,Miltank,Normal,Flying,490.0,95.0,80.0,105.0,40.0,70.0,100.0,2,False,0.40482811350877734,14.0
242,Blissey,Normal,Flying,540.0,255.0,10.0,10.0,75.0,135.0,55.0,2,False,0.8169529902266073,14.0
243,Raikou,Electric,Flying,580.0,90.0,85.0,75.0,115.0,100.0,115.0,2,True,1.1466528916008714,4.0
244,Entei,Fire,Flying,580.0,115.0,115.0,85.0,90.0,75.0,100.0,2,True,1.1466528916008714,7.0
245,Suicune,Water,Flying,580.0,100.0,75.0,115.0,90.0,115.0,85.0,2,True,1.1466528916008714,19.0
246,Larvitar,Rock,Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0,2,False,-1.1612464180189765,17.0
247,Pupitar,Rock,Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0,2,False,-0.2545716892397506,17.0
248,Tyranitar,Rock,Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0,2,False,1.3115028422880033,17.0
248,Mega Tyranitar,Rock,Dark,700.0,100.0,164.0,150.0,95.0,120.0,71.0,2,False,2.1357525957236634,17.0
249,Lugia,Psychic,Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0,2,True,1.9709026450365312,16.0
250,Ho-oh,Fire,Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0,2,True,1.9709026450365312,7.0
251,Celebi,Psychic,Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0,2,True,1.3115028422880033,16.0
252,Treecko,Grass,Flying,310.0,40.0,45.0,35.0,65.0,55.0,70.0,3,False,-1.0788214426754106,11.0
253,Grovyle,Grass,Flying,405.0,50.0,65.0,45.0,85.0,65.0,95.0,3,False,-0.29578417691153364,11.0
254,Sceptile,Grass,Flying,530.0,70.0,85.0,65.0,105.0,85.0,120.0,3,False,0.7345280148830413,11.0
254,Mega Sceptile,Grass,Dragon,630.0,70.0,110.0,75.0,145.0,85.0,145.0,3,False,1.5587777683187012,11.0
255,Torchic,Fire,Flying,310.0,45.0,60.0,40.0,70.0,50.0,45.0,3,False,-1.0788214426754106,7.0
256,Combusken,Fire,Fighting,405.0,60.0,85.0,60.0,85.0,60.0,55.0,3,False,-0.29578417691153364,7.0
257,Blaziken,Fire,Fighting,530.0,80.0,120.0,70.0,110.0,70.0,80.0,3,False,0.7345280148830413,7.0
257,Mega Blaziken,Fire,Fighting,630.0,80.0,160.0,80.0,130.0,80.0,100.0,3,False,1.5587777683187012,7.0
258,Mudkip,Water,Flying,310.0,50.0,70.0,50.0,50.0,50.0,40.0,3,False,-1.0788214426754106,19.0
259,Marshtomp,Water,Ground,405.0,70.0,85.0,70.0,60.0,70.0,50.0,3,False,-0.29578417691153364,19.0
260,Swampert,Water,Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0,3,False,0.7757405025548243,19.0
260,Mega Swampert,Water,Ground,635.0,100.0,150.0,110.0,95.0,110.0,70.0,3,False,1.5999902559904842,19.0
261,Poochyena,Dark,Flying,220.0,35.0,55.0,35.0,30.0,30.0,35.0,3,False,-1.8206462207675045,2.0
262,Mightyena,Dark,Flying,420.0,70.0,90.0,70.0,60.0,60.0,70.0,3,False,-0.1721467138961846,2.0
263,Zigzagoon,Normal,Flying,240.0,38.0,30.0,41.0,30.0,41.0,60.0,3,False,-1.6557962700803726,14.0
263,Galarian Zigzagoon,Dark,Normal,240.0,38.0,30.0,41.0,30.0,41.0,60.0,8,False,-1.6557962700803726,2.0
264,Linoone,Normal,Flying,420.0,78.0,70.0,61.0,50.0,61.0,100.0,3,False,-0.1721467138961846,14.0
264,Galarian Linoone,Dark,Normal,420.0,78.0,70.0,61.0,50.0,61.0,100.0,8,False,-0.1721467138961846,2.0
265,Wurmple,Bug,Flying,195.0,45.0,45.0,35.0,20.0,30.0,20.0,3,False,-2.0267086591264194,1.0
266,Silcoon,Bug,Flying,205.0,50.0,35.0,55.0,25.0,25.0,15.0,3,False,-1.9442836837828534,1.0
267,Beautifly,Bug,Flying,395.0,60.0,70.0,50.0,100.0,50.0,65.0,3,False,-0.3782091522550996,1.0
268,Cascoon,Bug,Flying,205.0,50.0,35.0,55.0,25.0,25.0,15.0,3,False,-1.9442836837828534,1.0
269,Dustox,Bug,Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0,3,False,-0.4606341275986656,1.0
270,Lotad,Water,Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0,3,False,-1.8206462207675045,19.0
271,Lombre,Water,Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0,3,False,-0.8315465166447126,19.0
272,Ludicolo,Water,Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0,3,False,0.3224031381652113,19.0
273,Seedot,Grass,Flying,220.0,40.0,40.0,50.0,30.0,30.0,30.0,3,False,-1.8206462207675045,11.0
274,Nuzleaf,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,3,False,-0.8315465166447126,11.0
275,Shiftry,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,3,False,0.3224031381652113,11.0
276,Taillow,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,3,False,-1.4085213440496744,14.0
277,Swellow,Normal,Flying,430.0,60.0,85.0,60.0,50.0,50.0,125.0,3,False,-0.08972173855261863,14.0
278,Wingull,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,3,False,-1.4085213440496744,19.0
279,Pelipper,Water,Flying,430.0,60.0,50.0,100.0,85.0,70.0,65.0,3,False,-0.08972173855261863,19.0
280,Ralts,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,3,False,-2.0019811665233496,16.0
281,Kirlia,Psychic,Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,3,False,-1.3425813637748218,16.0
282,Gardevoir,Psychic,Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,3,False,0.6356180444707621,16.0
282,Mega Gardevoir,Psychic,Fairy,618.0,68.0,85.0,65.0,165.0,135.0,100.0,3,False,1.459867797906422,16.0
283,Surskit,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,3,False,-1.4167638415840311,1.0
284,Masquerain,Bug,Flying,414.0,70.0,60.0,62.0,80.0,82.0,60.0,3,False,-0.22160169910232422,1.0
285,Shroomish,Grass,Flying,295.0,60.0,40.0,60.0,40.0,60.0,35.0,3,False,-1.2024589056907595,11.0
286,Breloom,Grass,Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0,3,False,0.15755318747807937,11.0
287,Slakoth,Normal,Flying,280.0,60.0,60.0,60.0,35.0,35.0,30.0,3,False,-1.3260963687061085,14.0
288,Vigoroth,Normal,Flying,440.0,80.0,80.0,80.0,55.0,55.0,90.0,3,False,-0.007296763209052631,14.0
289,Slaking,Normal,Flying,670.0,150.0,160.0,100.0,95.0,65.0,100.0,3,False,1.8884776696929653,14.0
290,Nincada,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,3,False,-1.441491334187101,1.0
291,Ninjask,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,3,False,0.12458319734065296,1.0
292,Shedinja,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,3,False,-1.6887662602177989,1.0
293,Whismur,Normal,Flying,240.0,64.0,51.0,23.0,51.0,23.0,28.0,3,False,-1.6557962700803726,14.0
294,Loudred,Normal,Flying,360.0,84.0,71.0,43.0,71.0,43.0,48.0,3,False,-0.6666965659575805,14.0
295,Exploud,Normal,Flying,490.0,104.0,91.0,63.0,91.0,73.0,68.0,3,False,0.40482811350877734,14.0
296,Makuhita,Fighting,Flying,237.0,72.0,60.0,30.0,20.0,30.0,25.0,3,False,-1.6805237626834424,6.0
297,Hariyama,Fighting,Flying,474.0,144.0,120.0,60.0,40.0,60.0,50.0,3,False,0.27294815295907177,6.0
298,Azurill,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,3,False,-2.0679211467982026,14.0
299,Nosepass,Rock,Flying,375.0,30.0,45.0,135.0,45.0,90.0,30.0,3,False,-0.5430591029422316,17.0
300,Skitty,Normal,Flying,260.0,50.0,45.0,45.0,35.0,35.0,50.0,3,False,-1.4909463193932406,14.0
301,Delcatty,Normal,Flying,380.0,70.0,65.0,65.0,55.0,55.0,70.0,3,False,-0.5018466152704486,14.0
302,Sableye,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,3,False,-0.5018466152704486,2.0
302,Mega Sableye,Dark,Ghost,480.0,50.0,85.0,125.0,85.0,115.0,20.0,3,False,0.3224031381652113,2.0
303,Mawile,Steel,Fairy,380.0,50.0,85.0,85.0,55.0,55.0,50.0,3,False,-0.5018466152704486,18.0
303,Mega Mawile,Steel,Fairy,480.0,50.0,105.0,125.0,55.0,95.0,50.0,3,False,0.3224031381652113,18.0
304,Aron,Steel,Rock,330.0,50.0,70.0,100.0,40.0,40.0,30.0,3,False,-0.9139714919882785,18.0
305,Lairon,Steel,Rock,430.0,60.0,90.0,140.0,50.0,50.0,40.0,3,False,-0.08972173855261863,18.0
306,Aggron,Steel,Rock,530.0,70.0,110.0,180.0,60.0,60.0,50.0,3,False,0.7345280148830413,18.0
306,Mega Aggron,Steel,Flying,630.0,70.0,140.0,230.0,60.0,80.0,50.0,3,False,1.5587777683187012,18.0
307,Meditite,Fighting,Psychic,280.0,30.0,40.0,55.0,40.0,55.0,60.0,3,False,-1.3260963687061085,6.0
308,Medicham,Fighting,Psychic,410.0,60.0,60.0,75.0,60.0,75.0,80.0,3,False,-0.2545716892397506,6.0
308,Mega Medicham,Fighting,Psychic,510.0,60.0,100.0,85.0,80.0,85.0,100.0,3,False,0.5696780641959093,6.0
309,Electrike,Electric,Flying,295.0,40.0,45.0,40.0,65.0,40.0,65.0,3,False,-1.2024589056907595,4.0
310,Manectric,Electric,Flying,475.0,70.0,75.0,60.0,105.0,60.0,105.0,3,False,0.28119065049342834,4.0
310,Mega Manectric,Electric,Flying,575.0,70.0,75.0,80.0,135.0,80.0,135.0,3,False,1.1054404039290884,4.0
311,Plusle,Electric,Flying,405.0,60.0,50.0,40.0,85.0,75.0,95.0,3,False,-0.29578417691153364,4.0
312,Minun,Electric,Flying,405.0,60.0,40.0,50.0,75.0,85.0,95.0,3,False,-0.29578417691153364,4.0
313,Volbeat,Bug,Flying,400.0,65.0,73.0,55.0,47.0,75.0,85.0,3,False,-0.3369966645833166,1.0
314,Illumise,Bug,Flying,400.0,65.0,47.0,55.0,73.0,75.0,85.0,3,False,-0.3369966645833166,1.0
315,Roselia,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,3,False,-0.3369966645833166,11.0
316,Gulpin,Poison,Flying,302.0,70.0,43.0,53.0,43.0,53.0,40.0,3,False,-1.1447614229502634,15.0
317,Swalot,Poison,Flying,467.0,100.0,73.0,83.0,73.0,83.0,55.0,3,False,0.21525067021857555,15.0
318,Carvanha,Water,Dark,305.0,45.0,90.0,20.0,65.0,20.0,65.0,3,False,-1.1200339303471936,19.0
319,Sharpedo,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,3,False,0.15755318747807937,19.0
319,Mega Sharpedo,Water,Dark,560.0,70.0,140.0,70.0,110.0,65.0,105.0,3,False,0.9818029409137393,19.0
320,Wailmer,Water,Flying,400.0,130.0,70.0,35.0,70.0,35.0,60.0,3,False,-0.3369966645833166,19.0
321,Wailord,Water,Flying,500.0,170.0,90.0,45.0,90.0,45.0,60.0,3,False,0.4872530888523433,19.0
322,Numel,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,3,False,-1.1200339303471936,7.0
323,Camerupt,Fire,Ground,460.0,70.0,100.0,70.0,105.0,75.0,40.0,3,False,0.15755318747807937,7.0
323,Mega Camerupt,Fire,Ground,560.0,70.0,120.0,100.0,145.0,105.0,20.0,3,False,0.9818029409137393,7.0
324,Torkoal,Fire,Flying,470.0,70.0,85.0,140.0,85.0,70.0,20.0,3,False,0.23997816282164536,7.0
325,Spoink,Psychic,Flying,330.0,60.0,25.0,35.0,70.0,80.0,60.0,3,False,-0.9139714919882785,16.0
326,Grumpig,Psychic,Flying,470.0,80.0,45.0,65.0,90.0,110.0,80.0,3,False,0.23997816282164536,16.0
327,Spinda,Normal,Flying,360.0,60.0,60.0,60.0,60.0,60.0,60.0,3,False,-0.6666965659575805,14.0
328,Trapinch,Ground,Flying,290.0,45.0,100.0,45.0,45.0,45.0,10.0,3,False,-1.2436713933625425,12.0
329,Vibrava,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,3,False,-0.8315465166447126,12.0
330,Flygon,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0,3,False,0.6521030395394753,12.0
331,Cacnea,Grass,Flying,335.0,50.0,85.0,40.0,85.0,40.0,35.0,3,False,-0.8727590043164956,11.0
332,Cacturne,Grass,Dark,475.0,70.0,115.0,60.0,115.0,60.0,55.0,3,False,0.28119065049342834,11.0
333,Swablu,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,3,False,-1.0788214426754106,14.0
334,Altaria,Dragon,Flying,490.0,75.0,70.0,90.0,70.0,105.0,80.0,3,False,0.40482811350877734,3.0
334,Mega Altaria,Dragon,Fairy,590.0,75.0,110.0,110.0,110.0,105.0,80.0,3,False,1.2290778669444373,3.0
335,Zangoose,Normal,Flying,458.0,73.0,115.0,60.0,60.0,60.0,90.0,3,False,0.14106819240936616,14.0
336,Seviper,Poison,Flying,458.0,73.0,100.0,60.0,100.0,60.0,65.0,3,False,0.14106819240936616,15.0
337,Lunatone,Rock,Psychic,440.0,70.0,55.0,65.0,95.0,85.0,70.0,3,False,-0.007296763209052631,17.0
338,Solrock,Rock,Psychic,440.0,70.0,95.0,85.0,55.0,65.0,70.0,3,False,-0.007296763209052631,17.0
339,Barboach,Water,Ground,288.0,50.0,48.0,43.0,46.0,41.0,60.0,3,False,-1.2601563884312557,19.0
340,Whiscash,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,3,False,0.22349316775293215,19.0
341,Corphish,Water,Flying,308.0,43.0,80.0,65.0,50.0,35.0,35.0,3,False,-1.0953064377441237,19.0
342,Crawdaunt,Water,Dark,468.0,63.0,120.0,85.0,90.0,55.0,55.0,3,False,0.22349316775293215,19.0
343,Baltoy,Ground,Psychic,300.0,40.0,40.0,55.0,40.0,70.0,55.0,3,False,-1.1612464180189765,12.0
344,Claydol,Ground,Psychic,500.0,60.0,70.0,105.0,70.0,120.0,75.0,3,False,0.4872530888523433,12.0
345,Lileep,Rock,Grass,355.0,66.0,41.0,77.0,61.0,87.0,23.0,3,False,-0.7079090536293636,17.0
346,Cradily,Rock,Grass,495.0,86.0,81.0,97.0,81.0,107.0,43.0,3,False,0.4460406011805603,17.0
347,Anorith,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,3,False,-0.7079090536293636,17.0
348,Armaldo,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,3,False,0.4460406011805603,17.0
349,Feebas,Water,Flying,200.0,20.0,15.0,20.0,10.0,55.0,80.0,3,False,-1.9854961714546364,19.0
350,Milotic,Water,Flying,540.0,95.0,60.0,79.0,100.0,125.0,81.0,3,False,0.8169529902266073,19.0
351,Castform,Normal,Flying,420.0,70.0,70.0,70.0,70.0,70.0,70.0,3,False,-0.1721467138961846,14.0
352,Kecleon,Normal,Flying,440.0,60.0,90.0,70.0,60.0,120.0,40.0,3,False,-0.007296763209052631,14.0
353,Shuppet,Ghost,Flying,295.0,44.0,75.0,35.0,63.0,33.0,45.0,3,False,-1.2024589056907595,9.0
354,Banette,Ghost,Flying,455.0,64.0,115.0,65.0,83.0,63.0,65.0,3,False,0.11634069980629635,9.0
354,Mega Banette,Ghost,Flying,555.0,64.0,165.0,75.0,93.0,83.0,75.0,3,False,0.9405904532419563,9.0
355,Duskull,Ghost,Flying,295.0,20.0,40.0,90.0,30.0,90.0,25.0,3,False,-1.2024589056907595,9.0
356,Dusclops,Ghost,Flying,455.0,40.0,70.0,130.0,60.0,130.0,25.0,3,False,0.11634069980629635,9.0
357,Tropius,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,3,False,0.15755318747807937,11.0
358,Chimecho,Psychic,Flying,425.0,65.0,50.0,70.0,95.0,80.0,65.0,3,False,-0.13093422622440162,16.0
359,Absol,Dark,Flying,465.0,65.0,130.0,60.0,75.0,60.0,75.0,3,False,0.19876567514986235,2.0
359,Mega Absol,Dark,Flying,565.0,65.0,150.0,60.0,115.0,60.0,115.0,3,False,1.0230154285855222,2.0
360,Wynaut,Psychic,Flying,260.0,95.0,23.0,48.0,23.0,48.0,23.0,3,False,-1.4909463193932406,16.0
361,Snorunt,Ice,Flying,300.0,50.0,50.0,50.0,50.0,50.0,50.0,3,False,-1.1612464180189765,13.0
362,Glalie,Ice,Flying,480.0,80.0,80.0,80.0,80.0,80.0,80.0,3,False,0.3224031381652113,13.0
362,Mega Glalie,Ice,Flying,580.0,80.0,120.0,80.0,120.0,80.0,100.0,3,False,1.1466528916008714,13.0
363,Spheal,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,3,False,-1.2436713933625425,13.0
364,Sealeo,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,3,False,-0.2545716892397506,13.0
365,Walrein,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,3,False,0.7345280148830413,13.0
366,Clamperl,Water,Flying,345.0,35.0,64.0,85.0,74.0,55.0,32.0,3,False,-0.7903340289729296,19.0
367,Huntail,Water,Flying,485.0,55.0,104.0,105.0,94.0,75.0,52.0,3,False,0.36361562583699436,19.0
